web_page_component,role,function,web_route,frontend_file,api_service_used,backend_endpoint,http_method,request,response,permissions,current_mobile_equivalent,mobile_status,required_mobile_screen_action,web_actions,api_ui_mismatch,backend_source
CustomsPackingLists,Cargo Company,response,component/subflow,pages/cargo_admin/CustomsPackingLists.jsx,services/api.js,/cargo_admin/packing-list-item-photo,POST,"file: UploadFile=File(...), admin: User=Depends(get_cargo_admin)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose response in the mobile CustomsPackingLists flow,"Load available source items | New ListNew | finalize(row.id)} className=""text-xs font-medium text-ink hover:underline"">Finalize | finalize(row.id)} className=""text-xs font-semibold text-ink"">Finalize | previewPdf(row.id)} className=""inline-flex items-center gap-1 text-xs font-semibold text-accent"">PDF | previewPdf(row.id)} className=""mr-3 inline-flex items-center gap-1 text-xs text-accent hover:underline"">PDF | setEditorOpen(false)} className=""app-button-secondary px-4 py-2"">Cancel | setEditorOpen(false)} className=""p-1 text-muted""> | update(""items"", form.items.filter((_, itemIndex) => itemIndex !== index))} className=""self-end text-xs text-danger hover:underline"">Remove",,D:\Projects\sahajomy-platform\backend\app\api\v1\cargo_admin\customs.py:328
CustomsPackingLists,Cargo Company,submit,component/subflow,pages/cargo_admin/CustomsPackingLists.jsx,services/api.js,/cargo_admin/customs-packing-lists,POST,"body: CustomsPackingListInput, db: Session=Depends(get_db), admin: User=Depends(get_cargo_admin)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose submit in the mobile CustomsPackingLists flow,"Load available source items | New ListNew | finalize(row.id)} className=""text-xs font-medium text-ink hover:underline"">Finalize | finalize(row.id)} className=""text-xs font-semibold text-ink"">Finalize | previewPdf(row.id)} className=""inline-flex items-center gap-1 text-xs font-semibold text-accent"">PDF | previewPdf(row.id)} className=""mr-3 inline-flex items-center gap-1 text-xs text-accent hover:underline"">PDF | setEditorOpen(false)} className=""app-button-secondary px-4 py-2"">Cancel | setEditorOpen(false)} className=""p-1 text-muted""> | update(""items"", form.items.filter((_, itemIndex) => itemIndex !== index))} className=""self-end text-xs text-danger hover:underline"">Remove",,D:\Projects\sahajomy-platform\backend\app\api\v1\cargo_admin\customs.py:940
CustomsPackingLists,Cargo Company,response,component/subflow,pages/cargo_admin/CustomsPackingLists.jsx,services/api.js,/cargo_admin/customs-packing-lists/prefill,POST,"body: CustomsPackingListInput, db: Session=Depends(get_db), admin: User=Depends(get_cargo_admin)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose response in the mobile CustomsPackingLists flow,"Load available source items | New ListNew | finalize(row.id)} className=""text-xs font-medium text-ink hover:underline"">Finalize | finalize(row.id)} className=""text-xs font-semibold text-ink"">Finalize | previewPdf(row.id)} className=""inline-flex items-center gap-1 text-xs font-semibold text-accent"">PDF | previewPdf(row.id)} className=""mr-3 inline-flex items-center gap-1 text-xs text-accent hover:underline"">PDF | setEditorOpen(false)} className=""app-button-secondary px-4 py-2"">Cancel | setEditorOpen(false)} className=""p-1 text-muted""> | update(""items"", form.items.filter((_, itemIndex) => itemIndex !== index))} className=""self-end text-xs text-danger hover:underline"">Remove",,D:\Projects\sahajomy-platform\backend\app\api\v1\cargo_admin\customs.py:910
CustomsPackingLists,Cargo Company,finalize,component/subflow,pages/cargo_admin/CustomsPackingLists.jsx,services/api.js,/cargo_admin/customs-packing-lists/{id}/finalize,POST,"packing_list_id: str, db: Session=Depends(get_db), admin: User=Depends(get_cargo_admin)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose finalize in the mobile CustomsPackingLists flow,"Load available source items | New ListNew | finalize(row.id)} className=""text-xs font-medium text-ink hover:underline"">Finalize | finalize(row.id)} className=""text-xs font-semibold text-ink"">Finalize | previewPdf(row.id)} className=""inline-flex items-center gap-1 text-xs font-semibold text-accent"">PDF | previewPdf(row.id)} className=""mr-3 inline-flex items-center gap-1 text-xs text-accent hover:underline"">PDF | setEditorOpen(false)} className=""app-button-secondary px-4 py-2"">Cancel | setEditorOpen(false)} className=""p-1 text-muted""> | update(""items"", form.items.filter((_, itemIndex) => itemIndex !== index))} className=""self-end text-xs text-danger hover:underline"">Remove",,D:\Projects\sahajomy-platform\backend\app\api\v1\cargo_admin\customs.py:977
ExpressAirCargo,Cargo Company,res,/cargo/express-air-cargo,pages/cargo_admin/ExpressAirCargo.jsx,services/api.js,/cargo_admin/express-air-cargo/bookings,GET,"status: Optional[str]=Query(None), db: Session=Depends(get_db), admin: User=Depends(get_cargo_admin)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose res in the mobile ExpressAirCargo flow,"Cancel | Cancel edit | Import supplied 2026 card | Refresh rates | Refresh schedule | deactivateRate(rate.id)} className=""text-xs font-semibold text-danger"">Deactivate | deactivateRate(rate.id)} className=""text-xs text-danger"">Deactivate | editRate(rate)} className=""text-xs font-semibold text-accent"">Edit | editRate(rate)} className=""text-xs text-accent mr-3"">Edit | editSchedule(schedule)} className=""shrink-0 text-xs font-semibold text-accent"">Edit | editSchedule(schedule)} className=""text-xs text-accent"">Edit",,D:\Projects\sahajomy-platform\backend\app\api\v1\cargo_admin\routes.py:4699
ExpressAirCargo,Cargo Company,loadPricing,/cargo/express-air-cargo,pages/cargo_admin/ExpressAirCargo.jsx,services/api.js,/cargo_admin/air-cargo-rates,GET,"include_inactive: bool=False, db: Session=Depends(get_db), admin: User=Depends(get_cargo_admin)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose loadPricing in the mobile ExpressAirCargo flow,"Cancel | Cancel edit | Import supplied 2026 card | Refresh rates | Refresh schedule | deactivateRate(rate.id)} className=""text-xs font-semibold text-danger"">Deactivate | deactivateRate(rate.id)} className=""text-xs text-danger"">Deactivate | editRate(rate)} className=""text-xs font-semibold text-accent"">Edit | editRate(rate)} className=""text-xs text-accent mr-3"">Edit | editSchedule(schedule)} className=""shrink-0 text-xs font-semibold text-accent"">Edit | editSchedule(schedule)} className=""text-xs text-accent"">Edit",,D:\Projects\sahajomy-platform\backend\app\api\v1\air_cargo_pricing.py:143
ExpressAirCargo,Cargo Company,loadPricing,/cargo/express-air-cargo,pages/cargo_admin/ExpressAirCargo.jsx,services/api.js,/cargo_admin/air-cargo-rates/goods-types,GET,"db: Session=Depends(get_db), admin: User=Depends(get_cargo_admin)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose loadPricing in the mobile ExpressAirCargo flow,"Cancel | Cancel edit | Import supplied 2026 card | Refresh rates | Refresh schedule | deactivateRate(rate.id)} className=""text-xs font-semibold text-danger"">Deactivate | deactivateRate(rate.id)} className=""text-xs text-danger"">Deactivate | editRate(rate)} className=""text-xs font-semibold text-accent"">Edit | editRate(rate)} className=""text-xs text-accent mr-3"">Edit | editSchedule(schedule)} className=""shrink-0 text-xs font-semibold text-accent"">Edit | editSchedule(schedule)} className=""text-xs text-accent"">Edit",,D:\Projects\sahajomy-platform\backend\app\api\v1\air_cargo_pricing.py:135
ExpressAirCargo,Cargo Company,loadSchedules,/cargo/express-air-cargo,pages/cargo_admin/ExpressAirCargo.jsx,services/api.js,/cargo_admin/air-departure-schedules,GET,"db: Session=Depends(get_db), admin: User=Depends(get_cargo_admin)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose loadSchedules in the mobile ExpressAirCargo flow,"Cancel | Cancel edit | Import supplied 2026 card | Refresh rates | Refresh schedule | deactivateRate(rate.id)} className=""text-xs font-semibold text-danger"">Deactivate | deactivateRate(rate.id)} className=""text-xs text-danger"">Deactivate | editRate(rate)} className=""text-xs font-semibold text-accent"">Edit | editRate(rate)} className=""text-xs text-accent mr-3"">Edit | editSchedule(schedule)} className=""shrink-0 text-xs font-semibold text-accent"">Edit | editSchedule(schedule)} className=""text-xs text-accent"">Edit",,D:\Projects\sahajomy-platform\backend\app\api\v1\cargo_admin\routes.py:4591
ExpressAirCargo,Cargo Company,PATCH /cargo_admin/air-departure-schedules/{id},/cargo/express-air-cargo,pages/cargo_admin/ExpressAirCargo.jsx,services/api.js,/cargo_admin/air-departure-schedules/{id},PATCH,"schedule_id: str, body: AirDepartureScheduleUpdate, db: Session=Depends(get_db), admin: User=Depends(get_cargo_admin)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose patch in the mobile ExpressAirCargo flow,"Cancel | Cancel edit | Import supplied 2026 card | Refresh rates | Refresh schedule | deactivateRate(rate.id)} className=""text-xs font-semibold text-danger"">Deactivate | deactivateRate(rate.id)} className=""text-xs text-danger"">Deactivate | editRate(rate)} className=""text-xs font-semibold text-accent"">Edit | editRate(rate)} className=""text-xs text-accent mr-3"">Edit | editSchedule(schedule)} className=""shrink-0 text-xs font-semibold text-accent"">Edit | editSchedule(schedule)} className=""text-xs text-accent"">Edit",,D:\Projects\sahajomy-platform\backend\app\api\v1\cargo_admin\routes.py:4641
ExpressAirCargo,Cargo Company,POST /cargo_admin/air-departure-schedules,/cargo/express-air-cargo,pages/cargo_admin/ExpressAirCargo.jsx,services/api.js,/cargo_admin/air-departure-schedules,POST,"body: AirDepartureScheduleCreate, db: Session=Depends(get_db), admin: User=Depends(get_cargo_admin)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose post in the mobile ExpressAirCargo flow,"Cancel | Cancel edit | Import supplied 2026 card | Refresh rates | Refresh schedule | deactivateRate(rate.id)} className=""text-xs font-semibold text-danger"">Deactivate | deactivateRate(rate.id)} className=""text-xs text-danger"">Deactivate | editRate(rate)} className=""text-xs font-semibold text-accent"">Edit | editRate(rate)} className=""text-xs text-accent mr-3"">Edit | editSchedule(schedule)} className=""shrink-0 text-xs font-semibold text-accent"">Edit | editSchedule(schedule)} className=""text-xs text-accent"">Edit",,D:\Projects\sahajomy-platform\backend\app\api\v1\cargo_admin\routes.py:4606
ExpressAirCargo,Cargo Company,payload,/cargo/express-air-cargo,pages/cargo_admin/ExpressAirCargo.jsx,services/api.js,/cargo_admin/air-cargo-rates/{id},PATCH,"rate_id: str, body: AirCargoRateUpdate, db: Session=Depends(get_db), admin: User=Depends(get_cargo_admin)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose payload in the mobile ExpressAirCargo flow,"Cancel | Cancel edit | Import supplied 2026 card | Refresh rates | Refresh schedule | deactivateRate(rate.id)} className=""text-xs font-semibold text-danger"">Deactivate | deactivateRate(rate.id)} className=""text-xs text-danger"">Deactivate | editRate(rate)} className=""text-xs font-semibold text-accent"">Edit | editRate(rate)} className=""text-xs text-accent mr-3"">Edit | editSchedule(schedule)} className=""shrink-0 text-xs font-semibold text-accent"">Edit | editSchedule(schedule)} className=""text-xs text-accent"">Edit",,D:\Projects\sahajomy-platform\backend\app\api\v1\air_cargo_pricing.py:194
ExpressAirCargo,Cargo Company,POST /cargo_admin/air-cargo-rates,/cargo/express-air-cargo,pages/cargo_admin/ExpressAirCargo.jsx,services/api.js,/cargo_admin/air-cargo-rates,POST,"body: AirCargoRatePayload, db: Session=Depends(get_db), admin: User=Depends(get_cargo_admin)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose post in the mobile ExpressAirCargo flow,"Cancel | Cancel edit | Import supplied 2026 card | Refresh rates | Refresh schedule | deactivateRate(rate.id)} className=""text-xs font-semibold text-danger"">Deactivate | deactivateRate(rate.id)} className=""text-xs text-danger"">Deactivate | editRate(rate)} className=""text-xs font-semibold text-accent"">Edit | editRate(rate)} className=""text-xs text-accent mr-3"">Edit | editSchedule(schedule)} className=""shrink-0 text-xs font-semibold text-accent"">Edit | editSchedule(schedule)} className=""text-xs text-accent"">Edit",,D:\Projects\sahajomy-platform\backend\app\api\v1\air_cargo_pricing.py:159
ExpressAirCargo,Cargo Company,deactivateRate,/cargo/express-air-cargo,pages/cargo_admin/ExpressAirCargo.jsx,services/api.js,/cargo_admin/air-cargo-rates/{id},DELETE,"rate_id: str, db: Session=Depends(get_db), admin: User=Depends(get_cargo_admin)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose deactivateRate in the mobile ExpressAirCargo flow,"Cancel | Cancel edit | Import supplied 2026 card | Refresh rates | Refresh schedule | deactivateRate(rate.id)} className=""text-xs font-semibold text-danger"">Deactivate | deactivateRate(rate.id)} className=""text-xs text-danger"">Deactivate | editRate(rate)} className=""text-xs font-semibold text-accent"">Edit | editRate(rate)} className=""text-xs text-accent mr-3"">Edit | editSchedule(schedule)} className=""shrink-0 text-xs font-semibold text-accent"">Edit | editSchedule(schedule)} className=""text-xs text-accent"">Edit",,D:\Projects\sahajomy-platform\backend\app\api\v1\air_cargo_pricing.py:229
ExpressAirCargo,Cargo Company,response,/cargo/express-air-cargo,pages/cargo_admin/ExpressAirCargo.jsx,services/api.js,/cargo_admin/air-cargo-rates/import-2026-card,POST,"db: Session=Depends(get_db), admin: User=Depends(get_cargo_admin)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose response in the mobile ExpressAirCargo flow,"Cancel | Cancel edit | Import supplied 2026 card | Refresh rates | Refresh schedule | deactivateRate(rate.id)} className=""text-xs font-semibold text-danger"">Deactivate | deactivateRate(rate.id)} className=""text-xs text-danger"">Deactivate | editRate(rate)} className=""text-xs font-semibold text-accent"">Edit | editRate(rate)} className=""text-xs text-accent mr-3"">Edit | editSchedule(schedule)} className=""shrink-0 text-xs font-semibold text-accent"">Edit | editSchedule(schedule)} className=""text-xs text-accent"">Edit",,D:\Projects\sahajomy-platform\backend\app\api\v1\air_cargo_pricing.py:245
